('aKila', 'a)niKila', 'b)yamaH', 'c)indrajAlam', 'd)karkawaSfNgI')
('gaRitam', 'a)gaRanavidyA', 'b)surakzA', 'c)nagapatiH', 'd)mfdaNgaPalam')
('SiSuH', 'a)SAvakaH', 'b)AcCinna', 'c)droRI', 'd)varRI')
('aNkanam', 'a)cihnanam', 'b)SiKarI', 'c)AdA', 'd)BAzitam')
('aNkitaH', 'a)liKitaH', 'b)kledinI', 'c)bimbasAraH', 'd)rikama')
('aliKita', 'a)alipibadDa', 'b)SiSupriyaH', 'c)ucCrita', 'd)gudavartma')
('kalaNkin', 'a)dozavat', 'b)aprakASa', 'c)padmAsanam', 'd)deSAntarADivAsI')
('liKita', 'a)lipibadDa', 'b)SAtakumBam', 'c)nirdalin', 'd)kArAguptaH')
('liKita', 'a)leKita', 'b)apavyayin', 'c)mallayudDaM', 'd)pArTivaH')
('hastAkzarANkita', 'a)mudrANkita', 'b)DAtakI', 'c)SimbaH', 'd)prakzepaya')
('dvAraSUlam', 'a)Alambam', 'b)SilApawwaH', 'c)anuvyaD', 'd)pfTusevin')
('aNkuSaH', 'a)todanam', 'b)viDA', 'c)adyatanaH', 'd)jAlakaH')
('aNkuraRam', 'a)sPuwanam', 'b)SAlA', 'c)svAdaH', 'd)prezaRAlayaH')
('leKAparIkzakaH', 'a)gaRitaSoDakaH', 'b)udgam', 'c)utpAtaH', 'd)aByAraB')
('aNgam', 'a)avayavaH', 'b)varatrA', 'c)vidyAhIna', 'd)laNgurA')
('strIjananANgam', 'a)strIguptANgam', 'b)vyAGawwita', 'c)sEnyam', 'd)hastAdi')
('KaRqaH', 'a)aMSaH', 'b)DruvayazwiH', 'c)akzaratUlikA', 'd)prasPuw')
('aNkaH', 'a)kroqam', 'b)parAjita', 'c)laSunam', 'd)AhAraH')
('uraH', 'a)vakzaH', 'b)kzi', 'c)pradIpajvAlA', 'd)AmuKam')
('SarIram', 'a)SarIraprakftiH', 'b)kriyA', 'c)agresaraH', 'd)uzwraH')
('stanaH', 'a)kucaH', 'b)sopAnaSreRiH', 'c)vistIrRatA', 'd)pramATaH')
('asAvaDAnataH', 'a)asAvaDAnena', 'b)nIravatA', 'c)nirmamam', 'd)itihAsaH')
('virAmaH', 'a)viratiH', 'b)pAdukA', 'c)gOravAnvita', 'd)pratyAvfttiH')
('divasaH', 'a)dinam', 'b)kulika', 'c)vical', 'd)tulI')
('avakASaH', 'a)avasaraH', 'b)ikzuyoniH', 'c)nirvamaya', 'd)anvezaRam')
('takram', 'a)pramaTitam', 'b)SiSuDAnI', 'c)ganDavaRik', 'd)tAmrapuzpI')
('kzamatA', 'a)SaktiH', 'b)yaSasvin', 'c)fkzarAjaH', 'd)purARoktakAryam')
('sTalam', 'a)sTAnam', 'b)korakaH', 'c)parivartanIya', 'd)yAnam')
('aNgaCedanam', 'a)aNgakartanam', 'b)lokaH', 'c)praSaMsA', 'd)sPIta')
('SastrakriyA', 'a)SastropacAraH', 'b)sUtraDAraH', 'c)klamaH', 'd)akzatam')
('kavacam', 'a)kavacaH', 'b)aBiyAtin', 'c)DunI', 'd)sTApanA')
('keyUram', 'a)aNgadaH', 'b)AsvAd', 'c)sPItiH', 'd)stabDaromA')
('samAvizwa', 'a)samAhita', 'b)nAdiraSAhaH', 'c)SreyaH', 'd)BAradvAjaH')
('paricaraH', 'a)pariDisTaH', 'b)yajYamaRqapaH', 'c)abyarc', 'd)Ap')
('kaYcukaH', 'a)kaYcukam', 'b)sTitiH', 'c)nard', 'd)gavAkzI')
('aNgavikzepaH', 'a)aNgacezwA', 'b)uddIpaya', 'c)sAvitra', 'd)DanaprezaH')
('kAmadevaH', 'a)kAmaH', 'b)sahasrAbdaH', 'c)vipratizeDaH', 'd)agniraTaH')
('amUrta', 'a)nirAkAra', 'b)jalaKagaH', 'c)divizat', 'd)KacArin')
('vikalANga', 'a)apogaRqaH', 'b)lohadaRqaH', 'c)powalakaH', 'd)upaSoBita')
('aNgAraH', 'a)aNgAram', 'b)avaSizya', 'c)agramAMsam', 'd)aBUta')
('aNgAraH', 'a)aNgAram', 'b)kulikaH', 'c)prAp', 'd)DEryavat')
('sPuliNgaH', 'a)sPuliNgakaH', 'b)vyAGAtaka', 'c)anuvft', 'd)campakakadalI')
('colaH', 'a)colakam', 'b)Svetacandanam', 'c)abrAhmaRyam', 'd)kendrIya')
('gORa', 'a)apraDAna', 'b)BAnuvAraH', 'c)Kanitram', 'd)maDUtTitam')
('AyAmin', 'a)AyAmayukta', 'b)yUpaH', 'c)Dfz', 'd)awavI')
('prARI', 'a)cetanaH', 'b)kzitivarDanaH', 'c)DAraH', 'd)ADikyam')
('muKya', 'a)praDAna', 'b)purasa', 'c)anDatA', 'd)raTikaH')
('SarIrin', 'a)tanuDArin', 'b)dvArakIlaH', 'c)mahASayaH', 'd)patram')
('mUrta', 'a)mUrtimat', 'b)aCadma', 'c)jIvadAtrI', 'd)rizwaH')
('svIkfta', 'a)aNgIkfta', 'b)utpraBa', 'c)Bayakara', 'd)SfgAlI')
('svIkfta', 'a)aByupagata', 'b)pAlakaH', 'c)gatadivasam', 'd)vyaD')
('rAsAyanika', 'a)rasAyanika', 'b)bahala', 'c)vAkyam', 'd)pramuc')
('aNguliH', 'a)aNguriH', 'b)kapiH', 'c)godAraRam', 'd)uragasTAnam')
('aNguzWaH', 'a)aNgulaH', 'b)DvAntonmezaH', 'c)sarvasammata', 'd)sfjanaSIla')
('mudrA', 'a)mudrikA', 'b)kfzRaPalA', 'c)rAjeSvaraH', 'd)anugupta')
('drAkzA', 'a)mfdvIkA', 'b)agnilavaH', 'c)aByukz', 'd)puravAsin')
('aNgIkf', 'a)svIkf', 'b)anItiH', 'c)yugmam', 'd)sten')
('gAtramArjanI', 'a)aNgamArjanI', 'b)anudyogitA', 'c)malinIBU', 'd)nideSAlayaH')
('cAlanI', 'a)titau', 'b)JAwaH', 'c)suSoBita', 'd)kliS')
('caraRaH', 'a)aNGriH', 'b)apacitiH', 'c)saMniveSaH', 'd)vyAGaraRena')
('mUlam', 'a)aNGriH', 'b)paNkamaya', 'c)pUtimedaH', 'd)vanajaH')
('SiKA', 'a)AYcalam', 'b)cInarajaputraH', 'c)janaSikzA', 'd)AryaH')
('kzetram', 'a)pradeSaH', 'b)paricCid', 'c)vayoDaH', 'd)baqa़galorIya')
('agniH', 'a)pAvakaH', 'b)AksParqanagaram', 'c)viyuj', 'd)kolikilaH')
('rAtriH', 'a)niSA', 'b)asama', 'c)yogadAnam', 'd)tIkzRa')
('hanumAn', 'a)pavanaputraH', 'b)somalatA', 'c)upAgam', 'd)ऑPa')
('masiH', 'a)masI', 'b)pesOH', 'c)tiroDA', 'd)loham')
('aYjanA', 'a)aYjanI', 'b)pUjakaH', 'c)rakzAsUtram', 'd)kapotaH')
('candanaH', 'a)yAmyaH', 'b)katAradeSIya', 'c)aDiruh', 'd)makzikA')
('asTipaYjaraH', 'a)karaNkaH', 'b)veRuH', 'c)malina', 'd)varmA')
('kAryasamAptiH', 'a)kAryapUrtiH', 'b)hEtukatvam', 'c)GraMsaH', 'd)saMSayaSIla')
('pariRAmaH', 'a)anubanDaH', 'b)maDyasTa', 'c)gurutvAkarzaRam', 'd)anIti')
('aYjIram', 'a)apuzpaPalam', 'b)kzArakaH', 'c)camatkAraH', 'd)santarj')
('prakASaH', 'a)dyutiH', 'b)vyavahArABiSastaH', 'c)vayunA', 'd)aDyAtmajYAnam')
('aDinAyikA', 'a)dalanAyikA', 'b)mAtA', 'c)praBAvaH', 'd)udgF')
('ayogya', 'a)ayukta', 'b)mahAsinDuH', 'c)brahmARqam', 'd)AcAmaya')
('kramahIna', 'a)akramika', 'b)BAzAntarakArin', 'c)devavARI', 'd)Bidurama')
('nirarTaka', 'a)asaNgata', 'b)meDyA', 'c)kadAcAraH', 'd)vid')
('nara', 'a)janana', 'b)svAdahIna', 'c)AdyA', 'd)SoRaH')
('uttAna', 'a)UrDvamuKa', 'b)aDanA', 'c)avimAMsam', 'd)vistf')
('strIjananakoSikA', 'a)strIjananikA', 'b)vedasmftAnadI', 'c)Atyayika', 'd)Agam')
('vezw', 'a)saMvezw', 'b)saMkalpanA', 'c)suKotsa', 'd)somAlakaH')
('granTiH', 'a)granTikA', 'b)saMkawagrasta', 'c)puzpikA', 'd)pravfj')
('kawutA', 'a)vEmanasyam', 'b)apahArita', 'c)BramaraH', 'd)viBA')
('aRqam', 'a)qimbaH', 'b)anugAmin', 'c)kfcCreRa', 'd)SUna')
('qimbARuH', 'a)garBARuH', 'b)Avizkf', 'c)paraSurAmaH', 'd)upAjekf')
('SivaH', 'a)SamBuH', 'b)mantrImaRqalam', 'c)vitan', 'd)va')
('dvija', 'a)aRqaja', 'b)pravA', 'c)astram', 'd)prava')
('KagaH', 'a)vihagaH', 'b)mAnam', 'c)ABIrI', 'd)jyotizI')
('sarpaH', 'a)BujagaH', 'b)rasanATaH', 'c)narameDaH', 'd)candrikA')
('gAliH', 'a)apaBAzaRam', 'b)izwadevI', 'c)jF', 'd)Bavanam')
('viGnaH', 'a)antarAyaH', 'b)prezaRAlayaH', 'c)BaYj', 'd)hera')
('aRqAkAra', 'a)aRqAkfti', 'b)BUgolakaH', 'c)DarmaH', 'd)grEyakam')
('qimbASayaH', 'a)aRqASayaH', 'b)ऱItisaMmatam', 'c)satyayugam', 'd)analaNkfta')
('eraRqaH', 'a)amaNgalaH', 'b)nizkvATaya', 'c)pratyupakf', 'd)SikzaRam')
('antarAtmA', 'a)antaHkaraRa', 'b)tanutvac', 'c)vaMSamUlam', 'd)aBimAnapUrvakam')
('cittam', 'a)manaH', 'b)pariDA', 'c)Ahf', 'd)dvArarakzakaH')
('antaHpuraH', 'a)antarveSma', 'b)vEhAsikaH', 'c)pOnaH', 'd)atiSayaH')
('SayanAgAraH', 'a)SayanagfhaH', 'b)anUnaka', 'c)SaraRqaH', 'd)rAjapriyA')
('SozaRam', 'a)avaSozaRam', 'b)kanyA', 'c)nizpakzatA', 'd)yaSadam')
('antima', 'a)carama', 'b)avasaraH', 'c)pac', 'd)vinAyaka')
('janopayogin', 'a)lokopayogin', 'b)anuDI', 'c)BillataruH', 'd)maRqapaH')
('upAntam', 'a)upAntaBAgaH', 'b)rujA', 'c)prApakaH', 'd)ambikA')
('snAyuH', 'a)snasA', 'b)pade', 'c)jalasenA', 'd)piRqilaH')
('pralayaH', 'a)yugAntaH', 'b)nirarTaka', 'c)kfz', 'd)avamocanam')
('mftyuH', 'a)maraRam', 'b)unnatiH', 'c)arjunam', 'd)sAralyam')
('nirAkaraRam', 'a)apAkaraRam', 'b)KagaH', 'c)pariSezaya', 'd)kaNkelliH')
('pracura', 'a)vipula', 'b)gaBIra', 'c)aDikzip', 'd)upagiriH')
('mftyukAlaH', 'a)prayARakAlaH', 'b)sImikA', 'c)parASIrRa', 'd)virakti')
('akrameRa', 'a)akramataH', 'b)vipalAy', 'c)kagitTaH', 'd)avakASaH')
('antataH', 'a)antatogatvA', 'b)syUtiH', 'c)kAmI', 'd)deSIya')
('gacCatA', 'a)kAlena', 'b)koze', 'c)nikocakaH', 'd)utplu')
('sImArakzakaH', 'a)sImApAlaH', 'b)kOtukasaNgrahAlayaH', 'c)pratiroDaH', 'd)nizpratibanDa')
('Antarika', 'a)antarvartin', 'b)asamarUpa', 'c)rasunaH', 'd)praDAnanyAyADISaH')
('AtmIya', 'a)izwa', 'b)saNagaraH', 'c)praBAvaH', 'd)BAgaharaH')
('nikawavartin', 'a)samIpasTa', 'b)vfttiH', 'c)dEvADInaH', 'd)apanayanam')
('kOwumbika', 'a)pArivArika', 'b)raktAluH', 'c)sAneyI', 'd)gaRaH')
('aparaH', 'a)aparam', 'b)sEnyAvAsaH', 'c)sAmAnya', 'd)ekatAnaH')
('antarrAzwriya', 'a)bahudeSIya', 'b)kzaraRam', 'c)upanizad', 'd)niraBra')
('nirDArita', 'a)samayaH', 'b)upasADaH', 'c)rajjuH', 'd)sarvavyApta')
('antarIkzam', 'a)gocaraH', 'b)saMskArahInaH', 'c)paScAt', 'd)adaSat')
('Canna', 'a)CAdita', 'b)vijayA', 'c)he', 'd)jayA')
('lupta', 'a)nazwa', 'b)nizeDaH', 'c)viSvAsaH', 'd)praGaRam')
('kuYcita', 'a)nikuYcita', 'b)rIWA', 'c)arizwaH', 'd)apakArin')
('parADInataH', 'a)paravaSataH', 'b)cambalanadI', 'c)janasaNgrAma', 'd)yazwiH')
('varDaka', 'a)varDayitA', 'b)vayasyaH', 'c)pragata', 'd)kIrRiH')
('samBramaH', 'a)vEklavyam', 'b)ऱItisaMmatA', 'c)kuSAvatI', 'd)vaSaH')
('anupalabDiH', 'a)aBAva', 'b)aBileKaH', 'c)SiSugAnam', 'd)saYjAta')
('kAvyAtmaka', 'a)rasAtmaka', 'b)saMlIna', 'c)vyADiH', 'd)DAtrI')
('kzAraH', 'a)kzArakaH', 'b)keSaraH', 'c)alpaBAzitA', 'd)jalahIna')
('antaryAmin', 'a)sarvajYa', 'b)padAt', 'c)svidita', 'd)kadambaH')
('SucitA', 'a)dAkziRyam', 'b)parigrah', 'c)bfhannO', 'd)aliH')
('SukrARuH', 'a)vIryARuH', 'b)pIWikA', 'c)daSAkarzaH', 'd)Kara')
('magna', 'a)tanmaya', 'b)KarjUram', 'c)jawAjUwaH', 'd)ajIrRa')
('maDyaBAga', 'a)maDyavartin', 'b)vft', 'c)anutpanna', 'd)baNgAlIrAgaH')
('SavADAraH', 'a)SavaBAjanam', 'b)viliK', 'c)kAYcanAraH', 'd)paRaH')
('dArucitiH', 'a)muH', 'b)kalAtmaka', 'c)nimIlanam', 'd)ArutaH')
('SmaSAnam', 'a)pitfvanam', 'b)aByupagamaH', 'c)aBigrahaH', 'd)syandanAroha')
('amara', 'a)akzaya', 'b)malam', 'c)SambaH', 'd)sAmAjikaH')
('ananta', 'a)antahIna', 'b)locanAtIta', 'c)avagAha', 'd)pratyAgam')
('ananta', 'a)aparimita', 'b)virAmAnumatiH', 'c)SvetapuzpakaH', 'd)savinayam')
('SUdra', 'a)antavarRa', 'b)rOkzyam', 'c)udvIkzaRam', 'd)saMyogaH')
('antyAkzarI', 'a)krIqA', 'b)pUrvokta', 'c)prativac', 'd)SuzkatA')
('antyezwiH', 'a)antyakarma', 'b)banDura', 'c)avaskandanam', 'd)tamaNga')
('aByantare', 'a)antaH', 'b)Bramaya', 'c)vEjayantI', 'd)kroqA')
('gAQam', 'a)gamBIram', 'b)arkajA', 'c)prasPowakzepaRam', 'd)vfttitA')
('aDaH', "a)aDo'DaH", 'b)bahulIkaraRaBftiH', 'c)pratirUpam', 'd)mAMsapiRqaH')
('BAvapUrRa', 'a)BAvanAtmaka', 'b)asTikuMqa', 'c)svapnasfzwiH', 'd)pavitrIkaraRam')
('mAnasika', 'a)mAnasa', 'b)devaveSman', 'c)AmraH', 'd)saMsTitiH')
('krI', 'a)apakrI', 'b)SiKiDvajaH', 'c)BAtfttavam', 'd)vaDyApuruzaH')
('nUpuram', 'a)pAdANgadam', 'b)saptanavata', 'c)martya', 'd)vakzaH')
('SfNKalA', 'a)argalA', 'b)SAradA', 'c)daRqaviDisaMgrahaH', 'd)samBUya')
('ASaNkA', 'a)pariBayaH', 'b)dIpaya', 'c)praluW', 'd)niSAwa')
('kolAhalaH', 'a)kalakalaH', 'b)BaraH', 'c)BaNgura', 'd)paryAvaraRamantrI')
('anDaH', 'a)anDakaH', 'b)tizyA', 'c)candrikA', 'd)samparkaH')
('ulUkaH', 'a)UlUkaH', 'b)mUrtipUjanam', 'c)puRyanagarIyaH', 'd)duHSvasanam')
('gaBIra', 'a)gahana', 'b)anuSAs', 'c)samutkroSaH', 'd)aSuBam')
('jatukA', 'a)jatUkA', 'b)niSA', 'c)DArmikaveSaDArI', 'd)kfzRaH')
('anDaHkAraH', 'a)tamaH', 'b)gajamuktA', 'c)sUryaH', 'd)kAlamezI')
('ajYAnam', 'a)avidyA', 'b)vAyavI', 'c)pApizWa', 'd)sAtatyaM')
('lokAcAraH', 'a)lokavyavahAraH', 'b)arSoGnaH', 'c)yanturam', 'd)yantraSAlA')
('DUmikA', 'a)DUlikA', 'b)jaraRqa', 'c)parikup', 'd)haWavidyA')
('anDaSradDA', 'a)anDaviSvAsaH', 'b)AdarSita', 'c)vAcyArTaH', 'd)mAyA')
('anEtikatA', 'a)anIti', 'b)strIjananANgam', 'c)hastAkzaram', 'd)krAntivfttam')
('kuSAsanam', 'a)kurAjyam', 'b)kOtukasaNgrahAlayaH', 'c)nizkAsita', 'd)indupuzpikA')
('aprasannatA', 'a)KinnatA', 'b)kaRwadalA', 'c)nipAyaya', 'd)anuzRa')
('tamomaya', 'a)tAmasa', 'b)cEtrakaH', 'c)mEGa', 'd)grahaRIya')
('naBaH', 'a)gaganam', 'b)OdDatyam', 'c)SAsitrI', 'd)mArjaH')
('ozWaH', 'a)radanacCadaH', 'b)andukaH', 'c)kOmAram', 'd)pARqura')
('karpAsI', 'a)kArpAsI', 'b)aDizWAtA', 'c)sTA', 'd)nirvAk')
('kastUrI', 'a)kuraNganABi', 'b)mahAnDakAram', 'c)upasaMhAram', 'd)sArasam')
('keSaraH', 'a)kesaraH', 'b)anATa', 'c)pra', 'd)yajYIya')
('pariDiH', 'a)maRqalam', 'b)malayaparvataH', 'c)rAjABizekaH', 'd)sopAnapadDatiH')
('meGaH', 'a)aBramam', 'b)lakzyacyuta', 'c)BImasenyekAdaSI', 'd)kaRikA')
('pawam', 'a)vastram', 'b)yAminI', 'c)AmatA', 'd)niyamaH')
('SAwI', 'a)aDoMSukam', 'b)stokaH', 'c)prayogin', 'd)viBI')
('vizRuH', 'a)nArAyaRaH', 'b)cintaya', 'c)varawaH', 'd)vinI')
('sUryaH', 'a)savitA', 'b)aBiSasta', 'c)kzatriyARI', 'd)AragvaDaH')
('paScAttApaH', 'a)anutApaH', 'b)nitan', 'c)mahAvAkya', 'd)taTA')
('yudDam', 'a)saMgrAmaH', 'b)mUtravAhikA', 'c)GfRA', 'd)tittiraH')
('pArvatI', 'a)ambA', 'b)sAiprasIyapAuRqam', 'c)lI', 'd)ApF')
('mAtA', 'a)jananI', 'b)pAraH', 'c)racanA', 'd)kApotaH')
('kamalam', 'a)aravindam', 'b)AmraH', 'c)ucCeza', 'd)unnam')
('candraH', 'a)kalAnATaH', 'b)IzikA', 'c)vfScipatrI', 'd)malikavAyajIdaH')
('vaMSaH', 'a)vetraH', 'b)prasavaH', 'c)vaYcUka', 'd)nirAlokatA')
('brahmA', 'a)AtmaBUH', 'b)antyAkzarI', 'c)BU', 'd)sinDuH')
('SaNKaH', 'a)amBojaH', 'b)saMSap', 'c)sTAlI', 'd)anfkzara')
('sArasaH', 'a)puzkarAhvaH', 'b)akzaH', 'c)aprAptayOvanA', 'd)halyA')
('karpuraH', 'a)karpuram', 'b)dayApAtra', 'c)cintayitA', 'd)pAtaNgiH')
('skanDaH', 'a)BujaSiraH', 'b)jIrRaparRaH', 'c)niruddeSyataH', 'd)agrajAtakaH')
('kAmakAkuravaH', 'a)maYjuGozaH', 'b)svaYj', 'c)SlezapawwaH', 'd)vivecanam')
('arDikaH', 'a)BAgI', 'b)sumuKaH', 'c)mahAjanaH', 'd)mArgika')
('rASiH', 'a)cayaH', 'b)sTUra', 'c)guYjaH', 'd)lOkya')
('vartikaH', 'a)vartakaH', 'b)aprayatnataH', 'c)damAvanduH', 'd)suvarRam')
('aMSukam', 'a)muKavastrikA', 'b)laGudarduraH', 'c)agram', 'd)antarvatnI')
('pakzmala', 'a)sulomaSa', 'b)pfzWavaMSaH', 'c)pARqavanakulasya', 'd)manda')
('nirviGna', 'a)akaRwaka', 'b)maRqUkihA', 'c)samAgamasTAnam', 'd)mArdavam')
('akaRwaka', 'a)anfkzara', 'b)rAzwriya', 'c)AntarjAlaM', 'd)nard')
('ajAtaSatru', 'a)SatruhIna', 'b)anAvfta', 'c)sammil', 'd)diksUcakaH')
('nakulaH', 'a)piNgalaH', 'b)vedijA', 'c)ekadehaH', 'd)ASAvAsas')
('uzwrikA', 'a)uzwrI', 'b)nayanabudbudaH', 'c)saNKyAvat', 'd)vidrAvaya')
('kastUrImfgaH', 'a)ganDamfgaH', 'b)mAlakaH', 'c)aDaHpAtaH', 'd)hatatejas')
('avAcya', 'a)avacanIya', 'b)cimiH', 'c)mahAjanaH', 'd)uttejaya')
('avarRanIya', 'a)avarRya', 'b)BftiH', 'c)niSAwaH', 'd)arizwaPalam')
('gopanIya', 'a)goptavya', 'b)kenezitopanizad', 'c)rUpakanibanDA', 'd)praButA')
('jalakaRwakam', 'a)vArikuYjam', 'b)dvyaSIta', 'c)Ahnika', 'd)tvaraRA')
('anudyogaH', 'a)akarma', 'b)kOtukam', 'c)cAlanam', 'd)picCilA')
('paripraT', 'a)avatan', 'b)kAmI', 'c)KaRqikaH', 'd)upAsakaH')
('akarmaRya', 'a)akarmA', 'b)samAvizwavyApI', 'c)utpalam', 'd)mEGa')
('mandaH', 'a)tundaparimfjaH', 'b)urmiH', 'c)ASIvizaH', 'd)duzprakfti')
('sPUrtihIna', 'a)nirutsAhin', 'b)yudDAvasAnam', 'c)me', 'd)prakzepaya')
('maDukaH', 'a)maDuzWIlaH', 'b)yogatattva', 'c)guRI', 'd)vfttam')
('kalpanAtIta', 'a)akalpanIya', 'b)BIzmarasaH', 'c)BAmahaH', 'd)SrAvaH')
('atarkita', 'a)apratyASita', 'b)sampradAyaH', 'c)pAlaH', 'd)bENka')
('amaNgalam', 'a)ahitam', 'b)vyaYjanam', 'c)saMruzwiH', 'd)anwArkawikA')
('matsaraH', 'a)mAtsaryam', 'b)nirvARa', 'c)AditaH', 'd)AkANkz')
('CAyA', 'a)BAvAnugA', 'b)yutakam', 'c)mArjanI', 'd)vanOkaH')
('Akasmika', 'a)anapekzita', 'b)AplAvaH', 'c)hEmanaH', 'd)panTaH')
('nizkAraRam', 'a)animittam', 'b)SoRatA', 'c)ca', 'd)prakamp')
('nizprayojanam', 'a)prayojanahInataH', 'b)muRqatA', 'c)ArabDa', 'd)udare')
('duzkarma', 'a)kukftyam', 'b)karavIraH', 'c)alaNkAraH', 'd)SayaH')
('kzayaH', 'a)vyayaH', 'b)vicezwitam', 'c)balisadma', 'd)pIWakeli')
('aKaRqanIya', 'a)aBaYjanIya', 'b)pramARam', 'c)viSva', 'd)maDupriyaH')
('anAsakta', 'a)alipta', 'b)saMstaraH', 'c)dozaH', 'd)lANgUlam')
('icCAhIna', 'a)niricCa', 'b)lipikAraH', 'c)abADita', 'd)hfdgrahaH')
('kAmahIna', 'a)vAsanAhIna', 'b)sarvajYa', 'c)sPurtigItagAyakaH', 'd)arkapAdapaPalam')
('anaNga', 'a)akAya', 'b)punarjanma', 'c)aNgurIyakam', 'd)viviDa')
('anAvaSyaka', 'a)nirarTaka', 'b)matsyaH', 'c)kalAjYaH', 'd)asram')
('lABahIna', 'a)alABaprada', 'b)Baj', 'c)pratipIqaya', 'd)kutuhalajanaka')
('akAlika', 'a)asamayocita', 'b)praSAnta', 'c)GuRwaH', 'd)AryaliMgI')
('durBikzam', 'a)akAlam', 'b)svADInatA', 'c)dAnaSOqaH', 'd)candraSAlA')
('aBAva', 'a)hInatA', 'b)lAlitya', 'c)suganDi', 'd)yugam')
('avarzaRam', 'a)anAvfzwiH', 'b)naBasya', 'c)upadeSaH', 'd)gaqaH')
('akAlI', 'a)sikKaH', 'b)samADA', 'c)banDakItvam', 'd)prollolanam')
('aprasidDa', 'a)aKyAta', 'b)mArgadarSakaH', 'c)jaMh', 'd)AsPowaya')
('nagaRya', 'a)tucCa', 'b)stokatA', 'c)kzitijA', 'd)candramAH')
('nirDanaH', 'a)daridraH', 'b)niviS', 'c)Anandin', 'd)saNgatam')
('Asura', 'a)vivAhaH', 'b)DyAnanizWa', 'c)SlakzRatA', 'd)paripraT')
('nIcakulam', 'a)duzkulam', 'b)mArjanI', 'c)dA', 'd)kampamAna')
('vyaT', 'a)parivyaT', 'b)jaraRqa', 'c)taruRaH', 'd)vellanacakram')
('Ahfz', 'a)pravep', 'b)nisyandaH', 'c)vipariRata', 'd)kubja')
('asaByaH', 'a)aSizwaH', 'b)daRqaH', 'c)antarboDaH', 'd)pratizah')
('kampanam', 'a)calanam', 'b)vizyanda', 'c)vitud', 'd)apUrvin')
('tejomayaH', 'a)tejomayI', 'b)samAlokaya', 'c)SakuntaH', 'd)samAnatAvAdinI')
('BAgyahIna', 'a)aBAgI', 'b)krAmaya', 'c)anvAhAryam', 'd)ga')
('asaNKya', 'a)asaNKyeya', 'b)sUnuH', 'c)ADarzaRam', 'd)geham')
('aGawita', 'a)aBUta', 'b)praviS', 'c)vizaDaraH', 'd)maDupriyaH')
('apakva', 'a)aparipakva', 'b)BUyaH', 'c)vidvizwa', 'd)carizRuH')
('anirmita', 'a)akfta', 'b)aparam', 'c)kalu', 'd)suzira')
('kftArTa', 'a)kftakftya', 'b)SuBA', 'c)KamaDyam', 'd)apekz')
('analaNkfta', 'a)aviBUzita', 'b)jYApanapatram', 'c)SAKAnagaram', 'd)vayasyaH')
('kapawahIna', 'a)CadmahIna', 'b)SAlAjiraH', 'c)parIkzakam', 'd)antaH')
('svABAvika', 'a)sahaja', 'b)durAcaraRam', 'c)SArIrika', 'd)SElI')
('antarmuKa', 'a)antarABimuKa', 'b)vipad', 'c)parIkzA', 'd)yAYcA')
('atulanIya', 'a)apratima', 'b)hawwamaRqapaH', 'c)vikaTA', 'd)ISatA')
('ekAkI', 'a)ekaH', 'b)dehadaRqaH', 'c)AkAraRam', 'd)SfgAlI')
('nirjana', 'a)ekAnta', 'b)rAvaH', 'c)avAptiH', 'd)pIqanam')
('banDuhIna', 'a)abanDu', 'b)SarAwiH', 'c)anatikramaRam', 'd)navInIkaraRIya')
('kalahakArin', 'a)towaka', 'b)prAcInakAlaH', 'c)maWADikAriRI', 'd)prApI')
('Dfzwa', 'a)DfzRak', 'b)pIWam', 'c)sADujanaH', 'd)pratikriyA')
('kramahInatA', 'a)SfNKalAhInatA', 'b)paYjaram', 'c)tyaj', 'd)kutsitA')
('gatihInaH', 'a)gatihInam', 'b)vilayaH', 'c)vartsyat', 'd)kArpawikaH')
('dayAlu', 'a)kAruRika', 'b)upagAh', 'c)kusumam', 'd)apara')
('paWanIya', 'a)supAWya', 'b)tsetse', 'c)ula', 'd)aBiBUtam')
('aklizwa', 'a)sugama', 'b)vEjayantI', 'c)rakzAtmaka', 'd)aBISuH')
('akzaH', 'a)DruvaH', 'b)pAwalikaH', 'c)AliNg', 'd)gOrI')
('dyUtaH', 'a)akzaH', 'b)PutkftiH', 'c)sOrIya', 'd)urugvedeSIya')
('akzaH', 'a)pASaH', 'b)deSIya', 'c)pariBAzA', 'd)aSvayAnavAn')
('anAhata', 'a)apavikzata', 'b)purARoktakAryam', 'c)kuYcikA', 'd)pAtraH')
('akzata', 'a)aKaRqita', 'b)mezamAMsam', 'c)mahAcCadaH', 'd)pOra')
('aparivartanIya', 'a)aparivartanaSIla', 'b)suKada', 'c)tantuvAyaH', 'd)ta')
('brahma', 'a)brahmatatvam', 'b)alUkza', 'c)spand', 'd)jalpita')
('nityaH', 'a)nityam', 'b)karatalA', 'c)maDurikA', 'd)nirbIja')
('akzarasamAmnAya', 'a)akzaranyAsaH', 'b)hEma', 'c)karmajid', 'd)SabdaveDin')
('cakzuH', 'a)locanam', 'b)vikeSa', 'c)BAzAjYaH', 'd)sammAnya')
('aKaRqa', 'a)aBagna', 'b)nAsAgraranDram', 'c)sTAvarajaNgama', 'd)vac')
('citram', 'a)citraleKA', 'b)kaT', 'c)vayaHsTaH', 'd)inwelajansam')
('pratibimbam', 'a)pratiCAyA', 'b)vyAhAraH', 'c)aBisArasTAnam', 'd)dOrjanyam')
